completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,price_level
,1100,Kajang,Apartment,3,1,2,998,Fully Furnished,Selangor,5,5,cheap
,600,Serendah,Apartment,3,,2,700,Not Furnished,Selangor,,,cheap
2013,1200,Kajang,Condominium,3,1,2,1100,Not Furnished,Selangor,7,,cheap
,1300,Selayang,Service Residence,2,1,2,901,Partially Furnished,Selangor,10,2,Expensive
,800,Semenyih,Apartment,1,1,1,477,Partially Furnished,Selangor,10,2,Expensive
,1700,Klang,Condominium,2,2,1,883,Fully Furnished,Selangor,1,,Expensive
2021,1400,Cyberjaya,Condominium,3,2,2,1010,Partially Furnished,Selangor,8,2,cheap
,1300,Selayang,Service Residence,2,1,2,865,Partially Furnished,Selangor,9,3,Expensive
,1200,Selayang,Service Residence,2,,2,865,Partially Furnished,Selangor,9,2,Expensive
,1300,Jaya,Apartment,3,1,2,900,Partially Furnished,Selangor,6,,cheap
,550,Puchong,Apartment,3,,2,650,Not Furnished,Selangor,2,,cheap
2015,750,Kajang,Condominium,3,1,2,1008,Not Furnished,Selangor,4,,cheap
,1400,Cyberjaya,Condominium,3,2,2,1010,Partially Furnished,Selangor,6,2,cheap
,1400,Selayang,Service Residence,1,1,1,612,Fully Furnished,Selangor,9,3,Expensive
2018,1600,Alam,Condominium,3,2,2,915,Partially Furnished,Selangor,9,,cheap
,1900,Jaya,Condominium,3,1,2,1330,Fully Furnished,Selangor,11,,Expensive
,750,Kajang,Apartment,3,,2,700,Partially Furnished,Selangor,,1,cheap
2021,1500,Cyberjaya,Condominium,3,2,2,1010,Partially Furnished,Selangor,6,3,cheap
2023,650,Dengkil,Service Residence,3,2,2,901,Partially Furnished,Selangor,10,1,cheap
2013,1450,Jaya,Condominium,3,2,2,986,Partially Furnished,Selangor,14,5,cheap
,1600,Cheras,Service Residence,3,,2,1276,Partially Furnished,Selangor,6,,cheap
2021,2000,360,Condominium,3,2,2,810,Partially Furnished,Selangor,7,1,Expensive
,1350,Damansara,Condominium,3,1,2,900,Partially Furnished,Selangor,3,1,cheap
2018,1600,Klang,Service Residence,2,2,1,631,Fully Furnished,Selangor,11,4,Expensive
2014,1300,Caves,Service Residence,3,2,2,1050,Partially Furnished,Selangor,8,3,cheap
2018,1200,Jenjarom,Service Residence,3,2,2,1048,Partially Furnished,Selangor,12,,cheap
2018,1200,Putra,Service Residence,3,2,2,1048,Fully Furnished,Selangor,6,2,cheap
2018,2000,Klang,Service Residence,3,2,3,1067,Not Furnished,Selangor,9,,Expensive
,1400,Damansara,Apartment,3,1,2,900,Partially Furnished,Selangor,6,5,cheap
2018,2300,Kemuning,Condominium,2,2,2,925,Fully Furnished,Selangor,10,,Expensive
2018,2400,Kemuning,Condominium,2,2,1,721,Fully Furnished,Selangor,10,,Expensive
2018,1300,Balakong,Service Residence,1,1,1,504,Fully Furnished,Selangor,8,4,Expensive
,2500,Damansara,Service Residence,3,2,2,1260,Fully Furnished,Selangor,9,5,Expensive
2021,1500,Sunway,Service Residence,2,1,1,581,Partially Furnished,Selangor,1,,Expensive
,1050,Puchong,Apartment,3,1,2,780,Partially Furnished,Selangor,3,2,cheap
,1300,Kajang,Service Residence,3,2,2,980,Not Furnished,Selangor,2,1,cheap
2018,1600,Klang,Service Residence,2,2,2,790,Fully Furnished,Selangor,,,Expensive
2018,1800,Klang,Service Residence,2,2,2,790,Fully Furnished,Selangor,,,Expensive
2017,1500,Alam,Service Residence,3,2,2,880,Partially Furnished,Selangor,9,,cheap
2021,1400,Caves,Service Residence,3,3,3,1208,Partially Furnished,Selangor,5,2,cheap
2018,1500,Balakong,Service Residence,3,2,2,951,Fully Furnished,Selangor,13,4,cheap
,700,Puchong,Apartment,3,,1,650,Partially Furnished,Selangor,4,1,cheap
,1200,Klang,Apartment,3,1,2,650,Not Furnished,Selangor,5,2,cheap
,1400,Damansara,Apartment,3,,2,900,Partially Furnished,Selangor,3,3,cheap
2005,1000,Kembangan,Condominium,3,1,2,950,Fully Furnished,Selangor,7,4,cheap
2018,1700,Balakong,Service Residence,3,2,2,1114,Fully Furnished,Selangor,13,4,cheap
2019,1500,Kajang,Service Residence,2,2,1,650,Fully Furnished,Selangor,9,5,Expensive
2007,1000,Kajang,Apartment,3,1,2,1000,Partially Furnished,Selangor,4,2,cheap
2017,1300,Alam,Service Residence,2,1,1,626,Fully Furnished,Selangor,12,5,Expensive
,1150,Alam,Apartment,3,,2,1000,Partially Furnished,Selangor,3,4,cheap
,699,South,Service Residence,1,,1,531,Partially Furnished,Selangor,9,5,Expensive
,1200,Alam,Apartment,1,,1,890,Not Furnished,Selangor,,,Expensive
2016,1800,Alam,Condominium,2,1,2,1100,Partially Furnished,Selangor,,2,Expensive
2018,1300,Balakong,Service Residence,3,2,2,1114,Partially Furnished,Selangor,14,3,cheap
,1100,Ampang,Apartment,3,1,2,829,Partially Furnished,Selangor,2,1,cheap
2020,1500,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,6,3,cheap
,1200,Alam,Apartment,3,,2,900,Partially Furnished,Selangor,,,cheap
,1350,Alam,Apartment,3,,2,800,Fully Furnished,Selangor,5,,cheap
2016,1499,Kembangan,Service Residence,3,2,2,1000,Partially Furnished,Selangor,7,3,cheap
2020,1400,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,6,4,cheap
2020,1200,Sepang,Condominium,3,2,2,818,Partially Furnished,Selangor,6,2,cheap
,699,Kembangan,Service Residence,1,,1,460,Not Furnished,Selangor,7,3,Expensive
2020,1300,Sepang,Condominium,3,2,2,818,Partially Furnished,Selangor,6,4,cheap
2020,1500,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,6,4,cheap
,950,Klang,Apartment,3,,2,850,Partially Furnished,Selangor,2,,cheap
,1300,Jaya,Apartment,3,1,2,938,Partially Furnished,Selangor,6,2,cheap
,750,Kembangan,Apartment,3,,2,806,Partially Furnished,Selangor,7,1,cheap
2019,860,Semenyih,Apartment,3,2,2,850,Not Furnished,Selangor,12,,cheap
,1099,South,Service Residence,2,2,2,900,Partially Furnished,Selangor,7,4,cheap
,1400,Bangi,Apartment,3,2,2,1100,Fully Furnished,Selangor,6,3,cheap
2022,600,Dengkil,Service Residence,1,1,1,280,Fully Furnished,Selangor,11,,Expensive
,1450,Ampang,Condominium,1,1,1,450,Fully Furnished,Selangor,9,3,Expensive
,1200,Cyberjaya,Service Residence,3,1,2,1021,Fully Furnished,Selangor,9,5,cheap
,800,Bangi,Apartment,3,2,2,1000,Not Furnished,Selangor,9,2,cheap
2019,800,Kajang,Condominium,3,2,2,1022,Not Furnished,Selangor,9,2,cheap
2005,1400,Damansara,Condominium,3,1,2,936,Partially Furnished,Selangor,14,3,cheap
,1699,Ampang,Condominium,3,,2,1100,Fully Furnished,Selangor,,3,cheap
2015,1300,Jaya,Apartment,3,2,2,900,Not Furnished,Selangor,5,2,cheap
2014,1300,Alam,Service Residence,2,1,1,454,Partially Furnished,Selangor,10,1,Expensive
,1000,Kajang,Apartment,3,1,2,870,Partially Furnished,Selangor,3,1,cheap
,1200,Kajang,Condominium,3,,2,1270,Partially Furnished,Selangor,4,4,cheap
2010,1100,Alam,Apartment,3,1,2,800,Not Furnished,Selangor,,,cheap
,1000,Kajang,Apartment,3,1,2,950,Not Furnished,Selangor,5,1,cheap
,1250,Kajang,Condominium,3,2,2,1050,Not Furnished,Selangor,6,2,cheap
2022,1000,Kajang,Condominium,2,1,1,600,Partially Furnished,Selangor,7,5,cheap
,700,Sepang,Condominium,1,1,1,450,Not Furnished,Selangor,12,,Expensive
2019,700,Sepang,Condominium,1,1,1,450,Not Furnished,Selangor,12,1,Expensive
2018,1300,Balakong,Service Residence,3,2,2,1114,Partially Furnished,Selangor,10,2,cheap
,850,Puchong,Apartment,3,1,2,726,Not Furnished,Selangor,,1,cheap
2020,1900,Damansara,Service Residence,2,1,1,600,Fully Furnished,Selangor,,,Expensive
2007,875,Kajang,Apartment,3,1,2,850,Partially Furnished,Selangor,7,2,cheap
2019,1000,Kajang,Apartment,3,2,2,1050,Not Furnished,Selangor,13,,cheap
,1000,Alam,Apartment,3,1,2,960,Not Furnished,Selangor,4,1,cheap
,2500,Klang,Service Residence,3,2,2,815,Fully Furnished,Selangor,9,3,Expensive
,700,Sepang,Condominium,1,1,1,450,Not Furnished,Selangor,10,,Expensive
2017,1000,Alam,Service Residence,1,1,1,466,Partially Furnished,Selangor,12,5,Expensive
,950,Alam,Apartment,3,2,2,750,Not Furnished,Selangor,5,1,cheap
,1700,Alam,Service Residence,3,2,3,1162,Fully Furnished,Selangor,14,5,cheap
2017,1200,Bangi,Service Residence,3,2,3,1055,Partially Furnished,Selangor,11,1,cheap
,1500,Alam,Service Residence,2,2,2,800,Fully Furnished,Selangor,14,5,Expensive
,1000,Perdana,Condominium,1,1,1,446,Fully Furnished,Selangor,3,2,Expensive
,1500,Alam,Service Residence,3,2,2,1100,Partially Furnished,Selangor,14,5,cheap
,900,Semenyih,Apartment,3,,2,860,Not Furnished,Selangor,,,cheap
2014,2100,Alam,Service Residence,3,2,2,1100,Fully Furnished,Selangor,6,,Expensive
2018,2200,Klang,Service Residence,3,2,2,1070,Partially Furnished,Selangor,11,2,Expensive
,1600,Selayang,Service Residence,2,1,2,1000,Fully Furnished,Selangor,6,3,Expensive
2021,2099,360,Condominium,2,1,2,650,Fully Furnished,Selangor,7,,Expensive
2009,2500,Jaya,Condominium,2,1,1,753,Fully Furnished,Selangor,8,2,Expensive
2006,1500,Damansara,Condominium,3,1,2,1120,Fully Furnished,Selangor,7,4,cheap
2017,1600,Kajang,Service Residence,2,2,2,913,Fully Furnished,Selangor,5,3,Expensive
2019,1900,Kajang,Service Residence,3,2,2,1163,Fully Furnished,Selangor,7,3,Expensive
2022,1900,Cheras,Service Residence,3,2,2,773,Fully Furnished,Selangor,10,4,Expensive
,750,Kajang,Apartment,3,,2,830,Partially Furnished,Selangor,,,cheap
,1500,Bangi,Service Residence,3,2,2,969,Partially Furnished,Selangor,4,,cheap
2019,1800,Damai,Service Residence,3,2,2,850,Fully Furnished,Selangor,8,3,Expensive
2008,1200,Puchong,Apartment,3,1,2,1000,Partially Furnished,Selangor,6,2,cheap
,1100,Kajang,Condominium,3,2,2,1250,Partially Furnished,Selangor,12,4,cheap
,750,Damai,Apartment,3,1,2,800,Partially Furnished,Selangor,1,1,cheap
2017,1500,Kajang,Service Residence,2,2,2,913,Fully Furnished,Selangor,10,4,Expensive
,1200,Kembangan,Apartment,3,,2,960,Fully Furnished,Selangor,9,5,cheap
2017,1500,Kajang,Service Residence,2,2,2,913,Fully Furnished,Selangor,5,2,Expensive
,1300,Cheras,Condominium,1,1,1,550,Fully Furnished,Selangor,12,3,Expensive
2018,1800,Alam,Service Residence,2,2,1,600,Fully Furnished,Selangor,10,3,Expensive
2019,2500,Glenmarie,Service Residence,2,2,2,936,Partially Furnished,Selangor,7,3,Expensive
2013,1600,Cyberjaya,Condominium,3,2,2,995,Fully Furnished,Selangor,10,3,cheap
,1400,Ampang,Condominium,1,1,1,450,Fully Furnished,Selangor,6,2,Expensive
2022,750,Dengkil,Service Residence,1,1,1,239,Fully Furnished,Selangor,8,3,Expensive
,1600,Cheras,Service Residence,1,1,1,551,Fully Furnished,Selangor,10,4,Expensive
,900,Long,Condominium,3,,1,790,Not Furnished,Selangor,,,cheap
2021,1800,Kembangan,Service Residence,2,1,2,635,Partially Furnished,Selangor,8,3,Expensive
2019,1100,Semenyih,Apartment,3,2,2,900,Fully Furnished,Selangor,,,cheap
2019,1700,Damai,Service Residence,3,2,2,749,Fully Furnished,Selangor,8,2,cheap
2014,1150,Alam,Service Residence,1,1,1,550,Fully Furnished,Selangor,6,,Expensive
2014,1400,Cheras,Service Residence,2,1,2,704,Partially Furnished,Selangor,14,2,Expensive
,1100,Alam,Apartment,3,2,2,850,Not Furnished,Selangor,8,,cheap
2015,1050,Alam,Service Residence,1,1,1,486,Partially Furnished,Selangor,9,1,Expensive
2018,1200,Kembangan,Service Residence,3,2,2,996,Partially Furnished,Selangor,11,5,cheap
2019,1300,Semenyih,Apartment,3,2,2,1000,Fully Furnished,Selangor,,,cheap
,1300,Jaya,Apartment,3,1,2,1008,Partially Furnished,Selangor,14,3,cheap
2004,1100,Puchong,Apartment,3,1,2,850,Partially Furnished,Selangor,6,3,cheap
,1373,Klang,Condominium,3,2,2,884,Partially Furnished,Selangor,1,,cheap
,1600,Klang,Condominium,3,2,2,884,Fully Furnished,Selangor,1,,cheap
,1600,Klang,Condominium,3,2,2,884,Fully Furnished,Selangor,1,,cheap
,2600,Klang,Service Residence,3,2,2,815,Fully Furnished,Selangor,1,,Expensive
,1150,Cheras,Apartment,3,1,2,850,Fully Furnished,Selangor,6,,cheap
2008,1350,Kembangan,Condominium,3,2,2,1245,Fully Furnished,Selangor,14,5,cheap
2016,1900,Puchong,Condominium,3,2,2,970,Fully Furnished,Selangor,8,4,Expensive
2020,1700,Perdana,Condominium,3,2,2,1025,Not Furnished,Selangor,10,3,cheap
,1050,Kembangan,Apartment,3,2,2,900,Fully Furnished,Selangor,14,5,cheap
2002,1000,Cyberjaya,Condominium,3,1,2,1060,Partially Furnished,Selangor,11,1,cheap
2004,1300,Jaya,Apartment,3,1,2,850,Not Furnished,Selangor,10,2,cheap
2015,2200,Puchong,Condominium,3,2,2,1238,Fully Furnished,Selangor,9,4,Expensive
2017,1800,Selayang,Service Residence,3,2,2,1017,Fully Furnished,Selangor,6,3,Expensive
2009,1800,Jaya,Condominium,3,2,2,1030,Partially Furnished,Selangor,8,3,Expensive
,600,Caves,Apartment,2,,1,500,Not Furnished,Selangor,4,1,cheap
2010,1500,Alam,Apartment,3,2,2,900,Partially Furnished,Selangor,4,2,cheap
2023,1400,Dengkil,Service Residence,3,2,2,901,Fully Furnished,Selangor,6,1,cheap
2015,1300,Alam,Service Residence,1,1,1,603,Fully Furnished,Selangor,14,5,Expensive
,1050,389,Apartment,3,1,2,800,Fully Furnished,Selangor,7,4,cheap
,1300,Cheras,Apartment,3,1,2,870,Fully Furnished,Selangor,7,3,cheap
2022,1799,Cheras,Service Residence,2,2,2,604,Partially Furnished,Selangor,,,Expensive
,1350,Kembangan,Service Residence,3,2,2,901,Partially Furnished,Selangor,8,3,cheap
2022,1250,Sepang,Condominium,3,2,2,830,Partially Furnished,Selangor,11,3,cheap
,1650,Puchong,Condominium,3,2,2,1015,Partially Furnished,Selangor,11,3,cheap
,1250,Semenyih,Apartment,3,1,2,1008,Partially Furnished,Selangor,11,,cheap
,1700,Kembangan,Service Residence,2,2,2,933,Fully Furnished,Selangor,11,3,Expensive
,800,Langat,Apartment,3,,2,826,Partially Furnished,Selangor,3,,cheap
2014,1300,Puchong,Condominium,2,1,2,818,Partially Furnished,Selangor,10,2,Expensive
,1300,Ampang,Condominium,3,1,2,908,Partially Furnished,Selangor,6,,cheap
2017,2200,Kajang,Service Residence,3,2,2,980,Fully Furnished,Selangor,14,5,Expensive
2009,850,Gombak,Apartment,3,1,2,850,Partially Furnished,Selangor,3,2,cheap
2004,900,Kembangan,Apartment,3,1,2,815,Not Furnished,Selangor,7,,cheap
,1400,Cyberjaya,Service Residence,3,1,2,946,Fully Furnished,Selangor,8,5,cheap
,800,Klang,Apartment,3,,2,758,Partially Furnished,Selangor,,,cheap
2020,2800,Alam,Service Residence,2,2,2,655,Fully Furnished,Selangor,14,,Expensive
2005,950,Kembangan,Condominium,3,1,2,901,Partially Furnished,Selangor,7,,cheap
2020,1500,Alam,Service Residence,1,1,1,425,Fully Furnished,Selangor,6,3,Expensive
,850,Puchong,Apartment,3,2,1,606,Fully Furnished,Selangor,3,3,cheap
,1100,Ampang,Condominium,2,1,2,816,Not Furnished,Selangor,4,,cheap
,620,Cheras,Apartment,3,,2,650,Not Furnished,Selangor,3,2,cheap
,700,Perdana,Apartment,3,,2,650,Partially Furnished,Selangor,8,,cheap
,750,Long,Apartment,3,2,2,700,Not Furnished,Selangor,,,cheap
,950,Puchong,Apartment,2,1,2,790,Partially Furnished,Selangor,2,,cheap
2020,1500,Alam,Service Residence,1,1,1,425,Fully Furnished,Selangor,3,3,Expensive
2005,1700,Damansara,Condominium,3,1,2,1200,Partially Furnished,Selangor,9,3,cheap
2017,850,Semenyih,Condominium,1,1,1,567,Partially Furnished,Selangor,8,2,Expensive
,1400,Damansara,Condominium,3,1,2,900,Partially Furnished,Selangor,3,1,cheap
2021,2000,Cyberjaya,Apartment,2,2,2,780,Partially Furnished,Selangor,7,3,Expensive
,1250,Alam,Apartment,3,1,2,1000,Partially Furnished,Selangor,,4,cheap
2007,1000,Klang,Apartment,3,1,2,900,Not Furnished,Selangor,,,cheap
,500,Rawang,Apartment,3,,2,650,Partially Furnished,Selangor,4,1,cheap
2020,1500,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,6,4,cheap
,1100,Kajang,Apartment,3,,2,987,Partially Furnished,Selangor,6,2,cheap
,1300,Damansara,Condominium,3,1,2,895,Partially Furnished,Selangor,7,,cheap
,899,Cheras,Apartment,3,,2,963,Partially Furnished,Selangor,4,,cheap
2017,1699,Kajang,Service Residence,2,2,2,857,Fully Furnished,Selangor,,,Expensive
2020,1500,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,6,4,cheap
2020,2100,Alam,Service Residence,2,2,2,985,Not Furnished,Selangor,12,,Expensive
,800,Kajang,Apartment,3,,2,1000,Partially Furnished,Selangor,2,1,cheap
,700,Puchong,Apartment,3,1,2,650,Not Furnished,Selangor,1,2,cheap
,1000,Kajang,Condominium,3,2,2,900,Partially Furnished,Selangor,8,,cheap
,550,Damai,Apartment,3,,2,700,Not Furnished,Selangor,3,2,cheap
2016,2400,Jaya,Service Residence,2,2,2,916,Fully Furnished,Selangor,9,3,Expensive
2020,1500,Kembangan,Service Residence,2,1,2,748,Partially Furnished,Selangor,10,3,Expensive
2018,1300,Kajang,Condominium,3,1,2,1088,Fully Furnished,Selangor,9,3,cheap
,700,Dengkil,Condominium,1,1,1,450,Not Furnished,Selangor,12,1,Expensive
2024,700,Tinggi,Condominium,1,1,1,450,Not Furnished,Selangor,12,,Expensive
2021,900,Jaya,Apartment,3,1,2,852,Not Furnished,Selangor,5,1,cheap
,950,Puchong,Apartment,3,,2,842,Not Furnished,Selangor,1,,cheap
,700,Perdana,Apartment,3,,2,650,Not Furnished,Selangor,7,,cheap
,900,Alam,Apartment,1,1,2,430,Partially Furnished,Selangor,7,3,Expensive
,1000,389,Apartment,3,1,2,774,Fully Furnished,Selangor,3,3,cheap
,1900,Jaya,Condominium,2,,2,900,Fully Furnished,Selangor,3,5,Expensive
2013,1100,Cyberjaya,Condominium,1,1,1,560,Fully Furnished,Selangor,11,4,Expensive
2013,1500,Alam,Condominium,2,2,2,900,Fully Furnished,Selangor,4,2,Expensive
,2500,Damansara,Condominium,3,2,2,1260,Fully Furnished,Selangor,11,4,Expensive
,1350,Kajang,Apartment,3,,2,850,Fully Furnished,Selangor,,,cheap
,750,Cheras,Apartment,3,,1,650,Not Furnished,Selangor,,,cheap
,900,Cheras,Apartment,3,1,2,800,Partially Furnished,Selangor,3,4,cheap
2014,1100,Caves,Service Residence,3,2,2,1051,Not Furnished,Selangor,8,,cheap
,1350,Damansara,Condominium,3,,2,900,Partially Furnished,Selangor,,1,cheap
2018,1800,Klang,Service Residence,2,2,2,855,Fully Furnished,Selangor,12,3,Expensive
,2000,Klang,Condominium,3,2,2,889,Fully Furnished,Selangor,1,,Expensive
,1000,Puchong,Apartment,3,1,2,950,Partially Furnished,Selangor,6,,cheap
,2200,Alam,Service Residence,3,2,2,985,Not Furnished,Selangor,12,3,Expensive
2016,1798,Kembangan,Condominium,3,2,2,1044,Fully Furnished,Selangor,5,4,cheap
,1000,Ampang,Apartment,3,,2,900,Partially Furnished,Selangor,2,1,cheap
,750,Semenyih,Apartment,3,1,2,1033,Not Furnished,Selangor,4,,cheap
,1400,Jaya,Apartment,3,,2,861,Partially Furnished,Selangor,5,3,cheap
2020,2500,Alam,Condominium,3,2,2,953,Fully Furnished,Selangor,11,,Expensive
,650,Kembangan,Apartment,3,3,2,650,Not Furnished,Selangor,14,5,cheap
,750,Beruntung,Apartment,3,2,2,700,Partially Furnished,Selangor,6,,cheap
,800,Beruntung,Apartment,3,2,2,850,Partially Furnished,Selangor,,,cheap
,700,Damai,Apartment,3,1,2,700,Partially Furnished,Selangor,6,2,cheap
,850,Cheras,Condominium,3,,2,950,Not Furnished,Selangor,8,,cheap
2021,950,Jaya,Apartment,3,1,2,852,Partially Furnished,Selangor,5,3,cheap
,850,Alam,Condominium,3,1,2,800,Partially Furnished,Selangor,4,1,cheap
,1000,Alam,Apartment,3,2,2,900,Not Furnished,Selangor,7,,cheap
,1500,Cheras,Service Residence,2,,2,710,Partially Furnished,Selangor,,,Expensive
,900,Alam,Apartment,3,,2,800,Not Furnished,Selangor,4,,cheap
,1000,Kajang,Service Residence,2,,2,709,Not Furnished,Selangor,5,1,cheap
,900,Kembangan,Apartment,3,1,2,850,Partially Furnished,Selangor,3,,cheap
,1700,Caves,Condominium,3,1,2,850,Partially Furnished,Selangor,8,2,cheap
2017,1050,Semenyih,Service Residence,3,2,2,893,Not Furnished,Selangor,12,,cheap
,1000,Alam,Apartment,1,,2,430,Partially Furnished,Selangor,3,2,Expensive
2014,1500,Caves,Service Residence,3,2,2,1012,Fully Furnished,Selangor,10,4,cheap
,1600,Alam,Apartment,3,3,2,1076,Fully Furnished,Selangor,7,4,cheap
,780,Alam,Apartment,3,,1,740,Not Furnished,Selangor,,,cheap
,999,Jaya,Apartment,3,1,2,1016,Not Furnished,Selangor,5,2,cheap
2019,900,Kajang,Condominium,3,2,2,900,Not Furnished,Selangor,4,,cheap
,2300,Alam,Condominium,2,,2,514,Fully Furnished,Selangor,8,,Expensive
2005,1600,Ampang,Condominium,3,1,2,1587,Partially Furnished,Selangor,8,,cheap
,1200,Puchong,Apartment,3,1,2,950,Partially Furnished,Selangor,6,2,cheap
,1200,Semenyih,Service Residence,2,2,1,823,Partially Furnished,Selangor,10,2,Expensive
2005,850,Kembangan,Condominium,3,1,2,901,Partially Furnished,Selangor,7,,cheap
,1200,Semenyih,Apartment,3,2,2,900,Fully Furnished,Selangor,6,3,cheap
,2500,Jaya,Condominium,3,1,3,1400,Partially Furnished,Selangor,8,1,Expensive
,1800,Ampang,Condominium,3,1,2,1060,Fully Furnished,Selangor,9,4,Expensive
2013,1500,Alam,Condominium,2,1,1,450,Partially Furnished,Selangor,9,,Expensive
,1499,Jaya,Service Residence,3,,2,689,Partially Furnished,Selangor,,1,cheap
2007,1500,Cyberjaya,Condominium,3,1,2,1050,Not Furnished,Selangor,7,,cheap
2017,2399,Kajang,Service Residence,3,2,2,1363,Fully Furnished,Selangor,,,Expensive
2014,1800,Alam,Condominium,2,1,2,759,Partially Furnished,Selangor,6,,Expensive
2019,1900,Kajang,Service Residence,3,2,2,1163,Fully Furnished,Selangor,11,3,Expensive
2010,1100,Kembangan,Apartment,3,1,2,850,Partially Furnished,Selangor,6,,cheap
2015,700,Cyberjaya,Condominium,1,1,1,450,Not Furnished,Selangor,10,,Expensive
2010,1150,Cheras,Apartment,3,1,2,890,Partially Furnished,Selangor,,,cheap
,600,Cheras,Apartment,2,,1,520,Partially Furnished,Selangor,2,2,cheap
,700,Sepang,Condominium,1,1,1,450,Not Furnished,Selangor,10,,Expensive
,700,Kinrara,Apartment,2,,2,800,Partially Furnished,Selangor,,1,cheap
2006,1100,Kajang,Condominium,3,1,2,1100,Partially Furnished,Selangor,5,2,cheap
2023,1000,Dengkil,Service Residence,3,2,2,901,Not Furnished,Selangor,12,,cheap
