completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,nearby_ktm_lrt
,1100,Kembangan,Service Residence,3,1,3,800,Fully Furnished,Selangor,12,4,yes
,1000,Kembangan,Condominium,3,1,2,915,Partially Furnished,Selangor,9,1,yes
2020,1700,Langat,Condominium,3,,2,870,Partially Furnished,Selangor,9,,
2019,2400,Kajang,Service Residence,3,,2,1163,Fully Furnished,Selangor,7,3,no
,1300,Kembangan,Service Residence,3,1,2,850,Fully Furnished,Selangor,12,3,yes
2017,2200,Alam,Service Residence,3,,2,895,Fully Furnished,Selangor,,,
2018,3000,Klang,Service Residence,4,,2,1317,Fully Furnished,Selangor,9,2,no
,1200,Cheras,Apartment,3,,2,761,Fully Furnished,Selangor,5,,
2021,1950,Cyberjaya,Condominium,3,2,2,1010,Fully Furnished,Selangor,14,,
2015,1100,Perdana,Condominium,3,1,2,850,Partially Furnished,Selangor,13,2,yes
,700,Damansara,Apartment,3,1,2,680,Not Furnished,Selangor,5,,
,1100,Kembangan,Service Residence,3,,2,800,Partially Furnished,Selangor,12,4,yes
,1000,Puchong,Apartment,3,,2,850,Not Furnished,Selangor,5,,
,1400,Ampang,Condominium,1,1,1,450,Fully Furnished,Selangor,,,
2014,1150,Gombak,Service Residence,1,1,1,511,Partially Furnished,Selangor,11,2,no
2016,1799,Kembangan,Condominium,3,2,2,1044,Fully Furnished,Selangor,8,2,no
,700,Kembangan,Apartment,3,,2,700,Not Furnished,Selangor,,1,no
,1300,Alam,Apartment,3,,2,715,Partially Furnished,Selangor,4,2,no
2009,1200,Cyberjaya,Service Residence,3,2,2,920,Partially Furnished,Selangor,14,3,yes
2008,1300,Kembangan,Condominium,3,1,2,1248,Fully Furnished,Selangor,14,5,yes
,650,Caves,Flat,3,1,2,650,Not Furnished,Selangor,,1,no
,1200,Kembangan,Condominium,3,1,2,1208,Partially Furnished,Selangor,14,5,yes
,800,Caves,Flat,2,1,1,600,Not Furnished,Selangor,3,1,no
,2500,Sunway,Condominium,3,1,3,1570,Partially Furnished,Selangor,14,3,yes
,1200,Kembangan,Service Residence,3,1,2,970,Partially Furnished,Selangor,12,3,yes
,1200,Kembangan,Apartment,3,1,2,970,Fully Furnished,Selangor,12,4,yes
2021,1800,Kajang,Studio,1,1,1,501,Fully Furnished,Selangor,10,4,yes
,950,Alam,Apartment,3,2,2,820,Partially Furnished,Selangor,14,5,yes
,1100,Cyberjaya,Condominium,1,,1,500,Fully Furnished,Selangor,11,3,no
2020,1000,Semenyih,Condominium,3,2,2,860,Partially Furnished,Selangor,7,3,yes
,900,Kembangan,Apartment,3,1,2,855,Partially Furnished,Selangor,14,5,yes
2014,900,Puchong,Service Residence,2,1,2,940,Not Furnished,Selangor,7,5,yes
,1000,Kembangan,Condominium,3,1,2,1101,Partially Furnished,Selangor,13,5,yes
,1000,Bangi,Service Residence,3,2,2,898,Not Furnished,Selangor,7,2,no
2016,2100,Jaya,Service Residence,2,1,2,931,Fully Furnished,Selangor,14,5,yes
1989,750,Cheras,Condominium,3,2,2,1200,Partially Furnished,Selangor,8,5,yes
2016,2200,Jaya,Service Residence,2,1,2,916,Fully Furnished,Selangor,14,5,yes
2015,1200,Alam,Service Residence,1,,1,486,Fully Furnished,Selangor,,,
2017,1400,Kembangan,Service Residence,3,2,2,1267,Partially Furnished,Selangor,9,,
,1000,Puchong,Apartment,3,1,2,800,Not Furnished,Selangor,4,,
2004,1000,Kembangan,Apartment,3,1,2,850,Partially Furnished,Selangor,9,2,no
,1100,Kembangan,Condominium,3,1,2,1101,Partially Furnished,Selangor,13,5,yes
,650,Subang,Flat,3,,2,750,Not Furnished,Selangor,4,,
,1000,Alam,Apartment,3,2,2,863,Partially Furnished,Selangor,14,5,yes
,1100,Kembangan,Apartment,3,1,2,860,Fully Furnished,Selangor,14,5,yes
,800,Kembangan,Apartment,3,1,2,860,Partially Furnished,Selangor,14,5,yes
2004,1400,Jaya,Apartment,3,2,2,859,Partially Furnished,Selangor,10,1,no
2020,2700,Alam,Condominium,2,2,2,985,Fully Furnished,Selangor,12,,
,500,Rawang,Apartment,3,1,2,868,Not Furnished,Selangor,6,5,yes
,900,Jaya,Flat,3,,2,700,Not Furnished,Selangor,,,
,2000,Utama,Townhouse Condo,3,1,2,1000,Fully Furnished,Selangor,4,4,no
,700,Klang,Others,3,,2,700,Not Furnished,Selangor,,1,no
2015,1500,Bestari,Apartment,3,1,2,850,Fully Furnished,Selangor,6,3,no
2017,1650,Sepang,Condominium,4,1,2,1070,Partially Furnished,Selangor,7,,
2017,999,Cyberjaya,Condominium,1,1,1,500,Fully Furnished,Selangor,14,,
,620,Kajang,Flat,3,,2,830,Not Furnished,Selangor,,,
2022,900,Dengkil,Service Residence,2,1,1,550,Partially Furnished,Selangor,9,3,yes
2015,1100,Jaya,Studio,1,,1,446,Fully Furnished,Selangor,3,2,no
,700,Ampang,Apartment,2,,1,650,Not Furnished,Selangor,,1,yes
,600,Cheras,Apartment,3,1,2,750,Not Furnished,Selangor,4,2,yes
2015,1400,Jaya,Duplex,2,,1,952,Fully Furnished,Selangor,8,4,yes
2003,1400,Klang,Condominium,3,,2,1400,Fully Furnished,Selangor,,,
2017,1299,Cyberjaya,Condominium,2,2,2,900,Partially Furnished,Selangor,14,4,yes
2007,1000,Klang,Apartment,4,,2,900,Partially Furnished,Selangor,4,,
,1500,Alam,Service Residence,1,1,2,775,Partially Furnished,Selangor,7,2,no
,900,Kembangan,Apartment,3,1,2,800,Partially Furnished,Selangor,,,
2020,2800,Alam,Service Residence,3,,2,985,Fully Furnished,Selangor,12,,
,1350,Cyberjaya,Condominium,3,1,2,1000,Partially Furnished,Selangor,8,,
,1200,Ampang,Condominium,3,1,2,908,Not Furnished,Selangor,,1,no
2021,2050,Cyberjaya,Condominium,3,,2,1010,Fully Furnished,Selangor,,,
,850,Ampang,Flat,3,,2,751,Not Furnished,Selangor,3,1,no
,700,Cheras,Apartment,3,1,2,700,Not Furnished,Selangor,5,2,yes
2015,1350,Perdana,Condominium,1,,2,850,Fully Furnished,Selangor,8,4,yes
2018,1600,Cyberjaya,Apartment,1,,1,495,Fully Furnished,Selangor,6,3,no
2000,1100,Ampang,Condominium,4,1,2,1000,Fully Furnished,Selangor,10,3,no
,1000,Kembangan,Apartment,3,1,2,850,Fully Furnished,Selangor,8,1,no
,1000,Bangi,Apartment,3,,2,1400,Not Furnished,Selangor,8,,
2013,1399,Cyberjaya,Condominium,3,2,2,900,Fully Furnished,Selangor,14,4,yes
,950,Semenyih,Service Residence,3,,2,919,Partially Furnished,Selangor,,,
2016,1650,Alam,Studio,1,,1,599,Fully Furnished,Selangor,6,,
,900,Kembangan,Apartment,3,,2,850,Not Furnished,Selangor,6,,
,920,Kembangan,Apartment,4,1,2,850,Partially Furnished,Selangor,5,3,yes
2017,1000,Cyberjaya,Condominium,1,1,1,450,Fully Furnished,Selangor,12,3,no
2015,1350,Jaya,Duplex,1,,2,952,Fully Furnished,Selangor,8,4,yes
2021,3300,Jaya,Service Residence,3,2,2,818,Fully Furnished,Selangor,10,3,no
,1100,Puchong,Apartment,3,1,2,1058,Partially Furnished,Selangor,9,2,no
,599,Damai,Apartment,3,,1,700,Not Furnished,Selangor,1,,
2015,1300,Perdana,Condominium,1,,2,850,Fully Furnished,Selangor,8,4,yes
2010,950,Kinrara,Apartment,3,1,2,712,Partially Furnished,Selangor,8,2,no
,2200,Cheras,Service Residence,3,2,2,875,Fully Furnished,Selangor,10,3,yes
2013,1600,Perdana,Duplex,1,,2,762,Fully Furnished,Selangor,4,4,yes
2020,2800,Alam,Service Residence,3,,2,858,Fully Furnished,Selangor,12,5,yes
2015,2700,Alam,Service Residence,2,2,2,858,Fully Furnished,Selangor,14,5,yes
2017,1300,360,Condominium,3,2,2,1124,Partially Furnished,Selangor,6,2,no
,5499,Damansara,Service Residence,4,2,4,1573,Fully Furnished,Selangor,14,4,yes
2017,1300,Kajang,Service Residence,2,2,2,913,Fully Furnished,Selangor,14,4,yes
2020,4200,Alam,Service Residence,4,,3,1221,Fully Furnished,Selangor,12,5,yes
2020,800,Kajang,Condominium,3,2,2,1056,Partially Furnished,Selangor,11,5,yes
2007,850,Klang,Apartment,3,1,2,900,Not Furnished,Selangor,5,1,no
2021,1000,Alam,Service Residence,1,,1,300,Fully Furnished,Selangor,7,4,yes
2000,850,Ampang,Condominium,1,,1,588,Partially Furnished,Selangor,9,,
2020,2600,Alam,Service Residence,3,2,2,985,Partially Furnished,Selangor,12,5,yes
2002,1350,Cyberjaya,Condominium,3,,2,1090,Fully Furnished,Selangor,9,3,no
,1100,389,Apartment,3,,2,775,Partially Furnished,Selangor,6,2,no
2016,1800,Balakong,Service Residence,3,2,2,1121,Fully Furnished,Selangor,10,3,no
2018,1600,Kajang,Condominium,4,1,2,1252,Not Furnished,Selangor,5,,
2016,1800,Kembangan,Service Residence,3,2,2,1200,Fully Furnished,Selangor,11,3,no
2021,901,Cyberjaya,Condominium,3,2,2,1015,Partially Furnished,Selangor,11,2,yes
2016,1200,Jaya,Apartment,3,1,2,780,Partially Furnished,Selangor,3,1,no
,1400,Selayang,Condominium,3,,3,1210,Partially Furnished,Selangor,9,2,no
2014,1899,Cyberjaya,Condominium,3,2,3,1499,Partially Furnished,Selangor,14,2,no
,1799,Cyberjaya,Condominium,3,2,2,950,Fully Furnished,Selangor,12,3,no
2022,3300,Jaya,Condominium,3,2,2,1105,Partially Furnished,Selangor,10,2,no
2015,1100,Puchong,Service Residence,3,1,2,989,Not Furnished,Selangor,3,1,no
,1299,Cyberjaya,Condominium,3,2,2,850,Partially Furnished,Selangor,9,3,no
,1300,Dengkil,Others,3,,2,1100,Not Furnished,Selangor,3,,
2014,1200,Puchong,Condominium,1,1,1,560,Fully Furnished,Selangor,7,3,no
,850,Puchong,Apartment,3,1,2,726,Partially Furnished,Selangor,1,,
2015,1500,Puchong,Service Residence,1,1,1,634,Fully Furnished,Selangor,7,,
1998,700,Cheras,Flat,2,1,1,650,Not Furnished,Selangor,2,3,yes
1999,1500,Sunway,Condominium,3,1,2,1192,Partially Furnished,Selangor,7,3,no
,1700,Bangi,Service Residence,3,2,2,1065,Fully Furnished,Selangor,10,2,no
,1300,Semenyih,Service Residence,3,2,2,919,Partially Furnished,Selangor,8,1,no
,1050,Kembangan,Service Residence,1,1,1,454,Fully Furnished,Selangor,8,4,yes
,1600,Kajang,Condominium,3,2,3,1082,Fully Furnished,Selangor,10,4,yes
2006,1250,Kajang,Condominium,4,1,2,1366,Fully Furnished,Selangor,10,3,no
,850,Bangi,Apartment,3,1,2,790,Partially Furnished,Selangor,2,1,no
2015,1400,Jaya,Condominium,2,2,1,500,Fully Furnished,Selangor,10,4,no
,1200,Klang,Apartment,3,,2,850,Not Furnished,Selangor,4,,
,1198,Rawang,Apartment,3,,2,650,Fully Furnished,Selangor,2,2,no
,798,Rawang,Apartment,3,1,2,850,Partially Furnished,Selangor,5,1,no
,850,Sepang,Condominium,1,1,1,260,Fully Furnished,Selangor,9,2,no
,1000,Puchong,Apartment,3,1,2,900,Partially Furnished,Selangor,11,4,yes
2021,1650,Cyberjaya,Condominium,3,3,2,1010,Fully Furnished,Selangor,7,3,no
2021,2050,Cyberjaya,Condominium,3,3,2,1010,Fully Furnished,Selangor,7,3,no
,1150,Cyberjaya,Apartment,3,1,2,850,Fully Furnished,Selangor,5,5,yes
,1200,Jaya,Apartment,3,1,2,926,Not Furnished,Selangor,7,2,no
2017,2800,Damansara,Service Residence,3,1,2,1020,Fully Furnished,Selangor,12,4,yes
2017,1200,Cyberjaya,Condominium,1,1,1,450,Fully Furnished,Selangor,10,4,no
2006,100,Alam,Condominium,3,1,3,1000,Not Furnished,Selangor,1,,
2015,750,Perdana,Condominium,3,,2,700,Partially Furnished,Selangor,3,1,no
,900,Impian,Apartment,3,,2,774,Not Furnished,Selangor,6,2,yes
,950,Alam,Apartment,3,2,2,850,Partially Furnished,Selangor,10,1,no
2007,1300,Puchong,Apartment,3,1,2,1068,Partially Furnished,Selangor,11,4,yes
2015,1100,Kajang,Condominium,3,2,2,1228,Partially Furnished,Selangor,7,2,yes
2021,2000,Cyberjaya,Condominium,3,,2,1010,Fully Furnished,Selangor,,,
2006,1250,Kajang,Condominium,4,1,2,1366,Partially Furnished,Selangor,11,5,yes
2018,1900,Buloh,Service Residence,2,1,1,908,Fully Furnished,Selangor,5,3,no
2011,1800,Puchong,Condominium,4,2,2,1411,Fully Furnished,Selangor,13,3,no
2017,1900,389,Service Residence,3,2,2,1150,Fully Furnished,Selangor,13,4,yes
2017,1500,Caves,Service Residence,2,1,2,845,Partially Furnished,Selangor,10,2,no
,1800,Perdana,Condominium,3,1,2,1096,Partially Furnished,Selangor,8,,
2002,800,Bangi,Apartment,3,,2,650,Not Furnished,Selangor,1,1,no
2016,1300,Kembangan,Service Residence,3,2,2,1065,Partially Furnished,Selangor,8,2,no
,950,Kajang,Condominium,3,2,2,1255,Partially Furnished,Selangor,14,5,yes
2008,1300,Kembangan,Condominium,3,,2,1238,Partially Furnished,Selangor,8,,
,800,Kajang,Condominium,3,2,2,1022,Partially Furnished,Selangor,14,5,yes
2021,1500,Puchong,Service Residence,3,2,2,883,Partially Furnished,Selangor,11,1,no
2021,1300,Puchong,Service Residence,2,2,2,900,Partially Furnished,Selangor,13,1,no
2006,1300,Puchong,Condominium,3,1,2,1022,Fully Furnished,Selangor,11,4,yes
2016,900,Long,Condominium,4,2,3,1233,Partially Furnished,Selangor,14,5,yes
,750,Kajang,Apartment,3,1,2,801,Partially Furnished,Selangor,4,5,yes
2015,850,Cyberjaya,Service Residence,3,1,2,450,Fully Furnished,Selangor,8,5,yes
,2300,Kinrara,Service Residence,2,2,2,861,Fully Furnished,Selangor,6,4,yes
2007,1600,Alam,Apartment,3,1,2,1010,Partially Furnished,Selangor,7,2,no
,750,Kajang,Apartment,3,,2,833,Partially Furnished,Selangor,,,
2020,1500,Cyberjaya,Service Residence,2,2,1,650,Fully Furnished,Selangor,9,,
,800,Kajang,Apartment,3,2,3,1022,Partially Furnished,Selangor,12,5,yes
,650,Cheras,Apartment,3,,2,650,Partially Furnished,Selangor,1,,
,600,Rawang,Apartment,3,1,2,650,Not Furnished,Selangor,2,1,yes
2015,900,Kajang,Condominium,3,2,2,1288,Partially Furnished,Selangor,10,5,yes
,1300,Bangi,Apartment,3,2,3,1044,Fully Furnished,Selangor,10,3,no
2016,2000,Kembangan,Service Residence,3,2,2,1100,Fully Furnished,Selangor,4,,
2016,1200,Cheras,Condominium,3,2,2,1250,Partially Furnished,Selangor,14,5,yes
2019,700,Kajang,Condominium,3,2,2,1023,Partially Furnished,Selangor,11,5,yes
,900,Ampang,Flat,3,,1,650,Partially Furnished,Selangor,1,,
2014,1200,Puchong,Service Residence,1,1,1,560,Fully Furnished,Selangor,8,3,no
,900,Damansara,Apartment,3,,2,650,Not Furnished,Selangor,1,,
,1000,Bangi,Service Residence,3,2,2,960,Not Furnished,Selangor,10,3,no
,1600,Alam,Service Residence,3,2,2,1082,Partially Furnished,Selangor,3,,
2002,1000,Cyberjaya,Condominium,3,1,2,1200,Not Furnished,Selangor,9,,
,1200,Klang,Condominium,3,1,2,960,Not Furnished,Selangor,5,2,no
2013,900,Cyberjaya,Condominium,1,1,1,500,Fully Furnished,Selangor,7,3,no
,950,Cheras,Others,3,,2,852,Not Furnished,Selangor,,,
2018,1700,Selayang,Condominium,3,,2,975,Fully Furnished,Selangor,8,3,no
2014,1000,Puchong,Service Residence,1,1,1,550,Partially Furnished,Selangor,7,2,no
2021,880,Cyberjaya,Condominium,3,2,2,1015,Partially Furnished,Selangor,11,2,yes
,1300,Alam,Apartment,3,1,2,790,Partially Furnished,Selangor,5,1,no
2021,1700,Cyberjaya,Condominium,3,,2,1010,Partially Furnished,Selangor,7,,
,1600,Cheras,Service Residence,3,2,2,850,Not Furnished,Selangor,9,2,yes
2008,1500,Kembangan,Condominium,4,1,2,1268,Partially Furnished,Selangor,8,3,no
,950,Klang,Apartment,3,,2,650,Partially Furnished,Selangor,2,1,no
,700,Perdana,Apartment,3,,2,750,Not Furnished,Selangor,1,1,no
2013,9800,Jaya,Condominium,4,3,5,3340,Partially Furnished,Selangor,7,,
2013,9500,Jaya,Condominium,4,3,5,3320,Partially Furnished,Selangor,7,,
,700,Jalil,Apartment,3,,1,750,Not Furnished,Selangor,3,1,no
2018,1100,Alam,Service Residence,3,,2,842,Partially Furnished,Selangor,8,2,no
,1000,Kembangan,Apartment,3,1,2,850,Fully Furnished,Selangor,6,2,no
2011,1200,Caves,Condominium,3,1,2,950,Not Furnished,Selangor,10,3,no
,700,Alam,Apartment,3,2,2,650,Not Furnished,Selangor,3,1,no
,1200,Kajang,Condominium,3,2,2,1022,Partially Furnished,Selangor,7,3,no
2006,1000,Perdana,Condominium,1,,1,382,Not Furnished,Selangor,10,4,yes
,950,Kembangan,Apartment,3,,2,800,Partially Furnished,Selangor,2,,
,1500,Kajang,Condominium,3,2,3,1022,Fully Furnished,Selangor,,,
2014,1200,Puchong,Service Residence,1,,1,560,Fully Furnished,Selangor,7,,
2014,1200,Caves,Service Residence,3,2,2,1012,Not Furnished,Selangor,10,2,yes
,750,Cheras,Apartment,3,,2,750,Partially Furnished,Selangor,,1,yes
,1600,Cheras,Condominium,4,2,2,1396,Partially Furnished,Selangor,12,4,yes
,900,Kajang,Apartment,3,1,2,954,Not Furnished,Selangor,3,,
,550,Rawang,Flat,3,2,1,650,Not Furnished,Selangor,,,
,700,Kajang,Apartment,3,,2,650,Partially Furnished,Selangor,5,3,yes
2004,850,Kembangan,Condominium,1,1,1,465,Fully Furnished,Selangor,9,3,no
2017,1300,Alam,Studio,1,,1,466,Fully Furnished,Selangor,7,3,no
2014,1200,Cyberjaya,Condominium,4,1,4,850,Fully Furnished,Selangor,9,5,yes
2020,2600,Alam,Service Residence,3,,2,985,Partially Furnished,Selangor,12,,
2018,1350,Buloh,Service Residence,1,,1,504,Fully Furnished,Selangor,11,4,yes
,1900,Jaya,Service Residence,2,,2,749,Partially Furnished,Selangor,8,3,yes
2003,850,Ampang,Apartment,3,,2,829,Not Furnished,Selangor,4,,
2020,4100,Alam,Service Residence,3,,2,1045,Fully Furnished,Selangor,13,3,no
,800,Jaya,Flat,3,1,2,820,Partially Furnished,Selangor,2,,
2014,1000,Kajang,Apartment,3,2,2,850,Not Furnished,Selangor,5,,
2017,2200,Alam,Service Residence,3,,2,895,Fully Furnished,Selangor,,,
,1950,Jaya,Condominium,3,1,2,915,Fully Furnished,Selangor,4,,
2012,1300,Puchong,Condominium,3,2,2,1100,Partially Furnished,Selangor,14,4,yes
2015,1100,Alam,Service Residence,1,1,1,486,Partially Furnished,Selangor,10,1,no
2007,1500,Cyberjaya,Condominium,3,1,2,1050,Not Furnished,Selangor,6,,
,1800,389,Service Residence,2,2,2,733,Fully Furnished,Selangor,7,3,no
,1200,Serdang,Apartment,3,,2,764,Fully Furnished,Selangor,2,,
,1000,Damansara,Apartment,3,2,2,786,Partially Furnished,Selangor,6,3,yes
2000,1300,Kajang,Condominium,3,1,2,960,Fully Furnished,Selangor,8,,
,1000,Damansara,Apartment,3,,2,786,Partially Furnished,Selangor,6,3,yes
,800,Semenyih,Apartment,3,1,2,753,Partially Furnished,Selangor,,,
2018,2000,Klang,Service Residence,3,2,2,1057,Fully Furnished,Selangor,9,3,no
2015,1300,Alam,Studio,1,,1,488,Fully Furnished,Selangor,8,3,no
,1200,Caves,Condominium,3,1,2,800,Not Furnished,Selangor,8,,
2019,1000,Kajang,Condominium,3,2,2,1023,Not Furnished,Selangor,9,,
2018,1500,Klang,Service Residence,2,2,2,780,Partially Furnished,Selangor,9,3,no
,1000,Alam,Apartment,2,1,1,688,Not Furnished,Selangor,6,2,yes
,1150,Ampang,Condominium,3,,2,1250,Not Furnished,Selangor,6,1,no
,1200,Cheras,Apartment,3,1,2,1017,Partially Furnished,Selangor,4,2,no
,722,Kajang,Apartment,3,1,1,800,Not Furnished,Selangor,3,2,yes
2021,1650,Cyberjaya,Condominium,3,,2,1010,Fully Furnished,Selangor,,,
,550,Kembangan,Apartment,3,1,1,765,Not Furnished,Selangor,2,2,no
,723,Puchong,Apartment,3,1,1,722,Not Furnished,Selangor,1,2,no
,1500,Ampang,Condominium,3,1,2,1000,Partially Furnished,Selangor,10,3,no
2013,2500,Alam,Townhouse Condo,3,2,3,1787,Fully Furnished,Selangor,7,3,no
,650,Puchong,Apartment,3,,1,692,Partially Furnished,Selangor,,,
2013,2300,Cyberjaya,Condominium,2,2,2,1000,Partially Furnished,Selangor,12,,
,750,Alam,Flat,3,3,1,650,Not Furnished,Selangor,4,1,no
2005,1500,Jaya,Service Residence,4,1,2,1062,Fully Furnished,Selangor,9,3,no
2015,1550,Perdana,Condominium,1,,1,952,Partially Furnished,Selangor,,5,yes
2000,970,Puchong,Apartment,3,,2,850,Partially Furnished,Selangor,10,4,yes
2013,1600,Cyberjaya,Condominium,3,2,2,1000,Fully Furnished,Selangor,7,2,no
2013,1350,Perdana,Service Residence,1,1,1,450,Fully Furnished,Selangor,1,5,yes
2010,1600,Perdana,Condominium,1,1,1,849,Fully Furnished,Selangor,6,4,yes
,1500,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,9,4,yes
,1500,Sepang,Condominium,3,2,2,818,Fully Furnished,Selangor,9,4,yes
,1200,Sepang,Condominium,3,2,2,818,Partially Furnished,Selangor,9,2,yes
,700,Banting,Apartment,3,,2,100,Not Furnished,Selangor,,,
2010,1100,Dengkil,Condominium,3,1,2,974,Partially Furnished,Selangor,12,,
2021,1700,Cyberjaya,Condominium,3,2,2,1010,Partially Furnished,Selangor,9,2,no
2003,2600,Jaya,Condominium,4,2,2,1154,Fully Furnished,Selangor,5,5,yes
2022,1250,Jaya,Service Residence,4,,2,300,Fully Furnished,Selangor,14,5,yes
,600,Subang,Apartment,3,,2,650,Not Furnished,Selangor,2,1,no
2018,1200,Kajang,Condominium,3,2,2,1250,Partially Furnished,Selangor,8,4,yes
2022,1200,Dengkil,Service Residence,2,1,1,478,Fully Furnished,Selangor,12,,
,1350,Jaya,Duplex,3,1,2,1000,Fully Furnished,Selangor,10,5,yes
,1600,Alam,Apartment,3,2,2,913,Fully Furnished,Selangor,8,3,no
,700,Cheras,Apartment,3,1,2,700,Partially Furnished,Selangor,8,2,yes
,780,Puchong,Apartment,3,2,2,700,Not Furnished,Selangor,3,1,no
2019,1300,Kajang,Condominium,3,2,2,1026,Partially Furnished,Selangor,7,3,yes
2003,1250,Caves,Apartment,3,1,2,960,Partially Furnished,Selangor,4,2,no
,900,Kajang,Apartment,3,1,2,957,Partially Furnished,Selangor,7,3,no
,1000,Bangi,Apartment,3,1,2,950,Not Furnished,Selangor,5,1,yes
2013,1650,Alam,Condominium,2,2,2,900,Fully Furnished,Selangor,5,3,no
,1900,Damansara,Service Residence,3,1,2,1078,Fully Furnished,Selangor,11,4,yes
,700,Caves,Flat,3,,2,650,Partially Furnished,Selangor,4,2,yes
,1200,Kajang,Apartment,3,2,2,1000,Not Furnished,Selangor,4,1,yes
2022,1950,Sepang,Service Residence,3,2,2,807,Fully Furnished,Selangor,7,3,yes
2018,2100,Cyberjaya,Service Residence,3,2,2,990,Fully Furnished,Selangor,14,4,no
1998,750,Cheras,Flat,2,,1,640,Not Furnished,Selangor,1,2,no
,900,Klang,Others,2,,1,650,Not Furnished,Selangor,3,,
,700,Puchong,Flat,3,,2,650,Partially Furnished,Selangor,1,2,no
2017,1700,Alam,Service Residence,2,,1,568,Fully Furnished,Selangor,,,
,1200,Kajang,Condominium,3,2,2,1270,Partially Furnished,Selangor,10,5,yes
,900,Perdana,Apartment,3,,2,750,Not Furnished,Selangor,8,,
,2500,Sunway,Condominium,3,2,3,1540,Partially Furnished,Selangor,13,5,yes
,1000,Alam,Apartment,3,,2,950,Partially Furnished,Selangor,10,,
,1150,Ampang,Condominium,3,1,2,900,Not Furnished,Selangor,7,2,yes
,2500,Klang,Service Residence,3,,2,815,Fully Furnished,Selangor,1,,
2020,2800,Alam,Service Residence,3,,2,985,Fully Furnished,Selangor,12,,
,2200,Ampang,Condominium,3,2,2,1321,Fully Furnished,Selangor,5,5,yes
,550,Serendah,Flat,3,,1,700,Not Furnished,Selangor,3,1,yes
2009,1300,Caves,Apartment,3,,2,890,Partially Furnished,Selangor,10,4,yes
